id,enrollment_id,course_class_id,created_at,updated_at
66,66,1,2026-06-23 23:34:33,2026-06-23 23:34:33
67,67,2,2026-06-23 23:34:33,2026-06-23 23:34:33
68,68,6,2026-06-23 23:34:33,2026-06-23 23:34:33
69,69,6,2026-06-23 23:34:33,2026-06-23 23:34:33
70,70,6,2026-06-23 23:34:33,2026-06-23 23:34:33
71,71,2,2026-06-23 23:34:33,2026-06-23 23:34:33
72,72,5,2026-06-23 23:34:34,2026-06-23 23:34:34
73,73,4,2026-06-23 23:34:34,2026-06-23 23:34:34
74,74,1,2026-06-23 23:34:34,2026-06-23 23:34:34
75,75,5,2026-06-23 23:34:34,2026-06-23 23:34:34
76,76,5,2026-06-23 23:34:34,2026-06-23 23:34:34
77,77,6,2026-06-23 23:34:34,2026-06-23 23:34:34
78,78,6,2026-06-23 23:34:34,2026-06-23 23:34:34
79,79,1,2026-06-23 23:34:34,2026-06-23 23:34:34
80,80,5,2026-06-23 23:34:34,2026-06-23 23:34:34
81,81,2,2026-06-23 23:34:34,2026-06-23 23:34:34
82,82,1,2026-06-23 23:34:34,2026-06-23 23:34:34
83,83,1,2026-06-23 23:34:34,2026-06-23 23:34:34
84,84,4,2026-06-23 23:34:34,2026-06-23 23:34:34
85,85,5,2026-06-23 23:34:34,2026-06-23 23:34:34
86,86,2,2026-06-23 23:34:34,2026-06-23 23:34:34
87,87,3,2026-06-23 23:34:34,2026-06-23 23:34:34
88,88,3,2026-06-23 23:34:35,2026-06-23 23:34:35
89,89,6,2026-06-23 23:34:35,2026-06-23 23:34:35
90,90,1,2026-06-23 23:34:35,2026-06-23 23:34:35
91,91,3,2026-06-23 23:34:35,2026-06-23 23:34:35
92,92,1,2026-06-23 23:34:35,2026-06-23 23:34:35
93,93,4,2026-06-23 23:34:35,2026-06-23 23:34:35
94,94,1,2026-06-23 23:34:35,2026-06-23 23:34:35
95,95,5,2026-06-23 23:34:35,2026-06-23 23:34:35
96,96,5,2026-06-23 23:34:35,2026-06-23 23:34:35
97,97,3,2026-06-23 23:34:35,2026-06-23 23:34:35
98,98,3,2026-06-23 23:34:35,2026-06-23 23:34:35
99,99,5,2026-06-23 23:34:35,2026-06-23 23:34:35
100,100,4,2026-06-23 23:34:35,2026-06-23 23:34:35
101,101,4,2026-06-23 23:34:35,2026-06-23 23:34:35
102,102,5,2026-06-23 23:34:35,2026-06-23 23:34:35
103,103,4,2026-06-23 23:34:35,2026-06-23 23:34:35
104,104,4,2026-06-23 23:34:36,2026-06-23 23:34:36
105,105,6,2026-06-23 23:34:36,2026-06-23 23:34:36
106,107,2,2026-06-23 23:34:36,2026-06-23 23:34:36
107,108,6,2026-06-23 23:34:36,2026-06-23 23:34:36
108,109,5,2026-06-23 23:34:36,2026-06-23 23:34:36
109,110,6,2026-06-23 23:34:36,2026-06-23 23:34:36
110,111,1,2026-06-23 23:34:36,2026-06-23 23:34:36
111,112,5,2026-06-23 23:34:36,2026-06-23 23:34:36
112,113,1,2026-06-23 23:34:36,2026-06-23 23:34:36
113,114,2,2026-06-23 23:34:36,2026-06-23 23:34:36
114,115,5,2026-06-23 23:34:36,2026-06-23 23:34:36
115,116,4,2026-06-23 23:34:36,2026-06-23 23:34:36
116,117,1,2026-06-23 23:34:36,2026-06-23 23:34:36
117,118,4,2026-06-23 23:34:36,2026-06-23 23:34:36
118,119,6,2026-06-23 23:34:36,2026-06-23 23:34:36
119,120,5,2026-06-23 23:34:36,2026-06-23 23:34:36
120,121,6,2026-06-23 23:34:37,2026-06-23 23:34:37
121,122,2,2026-06-23 23:34:37,2026-06-23 23:34:37
122,123,3,2026-06-23 23:34:37,2026-06-23 23:34:37
123,124,4,2026-06-23 23:34:37,2026-06-23 23:34:37
124,125,5,2026-06-23 23:34:37,2026-06-23 23:34:37
125,126,1,2026-06-23 23:34:37,2026-06-23 23:34:37
126,127,6,2026-06-23 23:34:37,2026-06-23 23:34:37
127,128,2,2026-06-23 23:34:37,2026-06-23 23:34:37
128,129,2,2026-06-23 23:34:37,2026-06-23 23:34:37
129,130,3,2026-06-23 23:34:37,2026-06-23 23:34:37
130,131,1,2026-06-23 23:34:37,2026-06-23 23:34:37
131,132,4,2026-06-23 23:34:37,2026-06-23 23:34:37
132,133,2,2026-06-23 23:34:37,2026-06-23 23:34:37
133,134,2,2026-06-23 23:34:37,2026-06-23 23:34:37
134,135,1,2026-06-23 23:34:37,2026-06-23 23:34:37
135,136,5,2026-06-23 23:34:37,2026-06-23 23:34:37
136,137,1,2026-06-23 23:34:37,2026-06-23 23:34:37
137,138,6,2026-06-23 23:34:38,2026-06-23 23:34:38
138,139,6,2026-06-23 23:34:38,2026-06-23 23:34:38
139,140,1,2026-06-23 23:34:38,2026-06-23 23:34:38
140,141,3,2026-06-23 23:34:38,2026-06-23 23:34:38
141,142,4,2026-06-23 23:34:38,2026-06-23 23:34:38
142,143,1,2026-06-23 23:34:38,2026-06-23 23:34:38
143,144,4,2026-06-23 23:34:38,2026-06-23 23:34:38
144,145,1,2026-06-23 23:34:38,2026-06-23 23:34:38
145,146,4,2026-06-23 23:34:38,2026-06-23 23:34:38
146,147,6,2026-06-23 23:34:38,2026-06-23 23:34:38
147,148,5,2026-06-23 23:34:38,2026-06-23 23:34:38
148,149,4,2026-06-23 23:34:38,2026-06-23 23:34:38
149,150,6,2026-06-23 23:34:38,2026-06-23 23:34:38
150,151,2,2026-06-23 23:34:38,2026-06-23 23:34:38
151,152,2,2026-06-23 23:34:38,2026-06-23 23:34:38
152,153,2,2026-06-23 23:34:38,2026-06-23 23:34:38
153,154,1,2026-06-23 23:34:38,2026-06-23 23:34:38
154,155,6,2026-06-23 23:34:39,2026-06-23 23:34:39
155,156,6,2026-06-23 23:34:39,2026-06-23 23:34:39
156,157,6,2026-06-23 23:34:39,2026-06-23 23:34:39
157,158,3,2026-06-23 23:34:39,2026-06-23 23:34:39
158,159,4,2026-06-23 23:34:39,2026-06-23 23:34:39
159,160,5,2026-06-23 23:34:39,2026-06-23 23:34:39
160,161,6,2026-06-23 23:34:39,2026-06-23 23:34:39
161,162,3,2026-06-23 23:34:39,2026-06-23 23:34:39
162,163,3,2026-06-23 23:34:39,2026-06-23 23:34:39
163,164,6,2026-06-23 23:34:39,2026-06-23 23:34:39
164,165,4,2026-06-23 23:34:39,2026-06-23 23:34:39
165,166,3,2026-06-23 23:34:39,2026-06-23 23:34:39
166,167,1,2026-06-23 23:34:39,2026-06-23 23:34:39
167,168,4,2026-06-23 23:34:39,2026-06-23 23:34:39
168,169,6,2026-06-23 23:34:39,2026-06-23 23:34:39
169,170,2,2026-06-23 23:34:39,2026-06-23 23:34:39
170,171,4,2026-06-23 23:34:39,2026-06-23 23:34:39
171,172,3,2026-06-23 23:34:40,2026-06-23 23:34:40
172,173,4,2026-06-23 23:34:40,2026-06-23 23:34:40
173,174,4,2026-06-23 23:34:40,2026-06-23 23:34:40
174,175,4,2026-06-23 23:34:40,2026-06-23 23:34:40
175,176,3,2026-06-23 23:34:40,2026-06-23 23:34:40
176,177,5,2026-06-23 23:34:40,2026-06-23 23:34:40
177,178,1,2026-06-23 23:34:40,2026-06-23 23:34:40
178,179,2,2026-06-23 23:34:40,2026-06-23 23:34:40
179,180,1,2026-06-23 23:34:40,2026-06-23 23:34:40
180,181,6,2026-06-23 23:34:40,2026-06-23 23:34:40
181,182,1,2026-06-23 23:34:40,2026-06-23 23:34:40
182,183,5,2026-06-23 23:34:40,2026-06-23 23:34:40
183,184,1,2026-06-23 23:34:40,2026-06-23 23:34:40
184,185,3,2026-06-23 23:34:40,2026-06-23 23:34:40
185,186,2,2026-06-23 23:34:40,2026-06-23 23:34:40
186,187,3,2026-06-23 23:34:40,2026-06-23 23:34:40
187,188,4,2026-06-23 23:34:40,2026-06-23 23:34:40
188,189,6,2026-06-23 23:34:41,2026-06-23 23:34:41
189,190,1,2026-06-23 23:34:41,2026-06-23 23:34:41
190,191,2,2026-06-23 23:34:41,2026-06-23 23:34:41
191,192,1,2026-06-23 23:34:41,2026-06-23 23:34:41
192,193,7,2026-06-23 23:34:41,2026-06-23 23:34:41
193,194,8,2026-06-23 23:34:41,2026-06-23 23:34:41
194,195,8,2026-06-23 23:34:41,2026-06-23 23:34:41
195,196,9,2026-06-23 23:34:41,2026-06-23 23:34:41
196,197,8,2026-06-23 23:34:41,2026-06-23 23:34:41
197,198,8,2026-06-23 23:34:41,2026-06-23 23:34:41
198,199,7,2026-06-23 23:34:41,2026-06-23 23:34:41
199,200,8,2026-06-23 23:34:41,2026-06-23 23:34:41
200,201,8,2026-06-23 23:34:41,2026-06-23 23:34:41
201,202,7,2026-06-23 23:34:41,2026-06-23 23:34:41
202,203,8,2026-06-23 23:34:41,2026-06-23 23:34:41
203,204,7,2026-06-23 23:34:41,2026-06-23 23:34:41
204,205,10,2026-06-23 23:34:42,2026-06-23 23:34:42
205,206,7,2026-06-23 23:34:42,2026-06-23 23:34:42
206,207,8,2026-06-23 23:34:42,2026-06-23 23:34:42
207,208,8,2026-06-23 23:34:42,2026-06-23 23:34:42
208,209,8,2026-06-23 23:34:42,2026-06-23 23:34:42
209,210,10,2026-06-23 23:34:42,2026-06-23 23:34:42
210,212,7,2026-06-23 23:34:42,2026-06-23 23:34:42
211,213,8,2026-06-23 23:34:42,2026-06-23 23:34:42
212,215,7,2026-06-23 23:34:42,2026-06-23 23:34:42
213,216,8,2026-06-23 23:34:42,2026-06-23 23:34:42
214,217,10,2026-06-23 23:34:42,2026-06-23 23:34:42
215,218,8,2026-06-23 23:34:42,2026-06-23 23:34:42
216,219,10,2026-06-23 23:34:42,2026-06-23 23:34:42
217,220,10,2026-06-23 23:34:42,2026-06-23 23:34:42
218,221,9,2026-06-23 23:34:42,2026-06-23 23:34:42
219,222,8,2026-06-23 23:34:43,2026-06-23 23:34:43
220,223,10,2026-06-23 23:34:43,2026-06-23 23:34:43
221,224,7,2026-06-23 23:34:43,2026-06-23 23:34:43
222,225,8,2026-06-23 23:34:43,2026-06-23 23:34:43
223,226,10,2026-06-23 23:34:43,2026-06-23 23:34:43
224,228,10,2026-06-23 23:34:43,2026-06-23 23:34:43
225,229,7,2026-06-23 23:34:43,2026-06-23 23:34:43
226,230,8,2026-06-23 23:34:43,2026-06-23 23:34:43
227,231,7,2026-06-23 23:34:43,2026-06-23 23:34:43
228,232,7,2026-06-23 23:34:43,2026-06-23 23:34:43
229,233,7,2026-06-23 23:34:43,2026-06-23 23:34:43
230,234,10,2026-06-23 23:34:43,2026-06-23 23:34:43
231,235,8,2026-06-23 23:34:43,2026-06-23 23:34:43
232,236,8,2026-06-23 23:34:43,2026-06-23 23:34:43
233,237,7,2026-06-23 23:34:43,2026-06-23 23:34:43
234,238,7,2026-06-23 23:34:43,2026-06-23 23:34:43
235,239,7,2026-06-23 23:34:44,2026-06-23 23:34:44
236,240,8,2026-06-23 23:34:44,2026-06-23 23:34:44
237,241,8,2026-06-23 23:34:44,2026-06-23 23:34:44
238,242,10,2026-06-23 23:34:44,2026-06-23 23:34:44
239,243,10,2026-06-23 23:34:44,2026-06-23 23:34:44
240,244,7,2026-06-23 23:34:44,2026-06-23 23:34:44
241,245,10,2026-06-23 23:34:44,2026-06-23 23:34:44
242,246,7,2026-06-23 23:34:44,2026-06-23 23:34:44
243,247,8,2026-06-23 23:34:44,2026-06-23 23:34:44
244,248,8,2026-06-23 23:34:44,2026-06-23 23:34:44
245,249,7,2026-06-23 23:34:44,2026-06-23 23:34:44
246,250,8,2026-06-23 23:34:44,2026-06-23 23:34:44
247,251,10,2026-06-23 23:34:44,2026-06-23 23:34:44
248,252,10,2026-06-23 23:34:44,2026-06-23 23:34:44
249,253,7,2026-06-23 23:34:44,2026-06-23 23:34:44
250,254,10,2026-06-23 23:34:44,2026-06-23 23:34:44
251,255,8,2026-06-23 23:34:44,2026-06-23 23:34:44
252,256,7,2026-06-23 23:34:45,2026-06-23 23:34:45
253,257,7,2026-06-23 23:34:45,2026-06-23 23:34:45
254,258,7,2026-06-23 23:34:45,2026-06-23 23:34:45
255,259,10,2026-06-23 23:34:45,2026-06-23 23:34:45
256,260,10,2026-06-23 23:34:45,2026-06-23 23:34:45
257,261,10,2026-06-23 23:34:45,2026-06-23 23:34:45
258,262,7,2026-06-23 23:34:45,2026-06-23 23:34:45
259,263,7,2026-06-23 23:34:45,2026-06-23 23:34:45
260,264,8,2026-06-23 23:34:45,2026-06-23 23:34:45
261,265,8,2026-06-23 23:34:45,2026-06-23 23:34:45
262,266,8,2026-06-23 23:34:45,2026-06-23 23:34:45
263,267,10,2026-06-23 23:34:45,2026-06-23 23:34:45
264,268,7,2026-06-23 23:34:45,2026-06-23 23:34:45
265,269,8,2026-06-23 23:34:45,2026-06-23 23:34:45
266,270,7,2026-06-23 23:34:45,2026-06-23 23:34:45
267,271,8,2026-06-23 23:34:45,2026-06-23 23:34:45
268,272,8,2026-06-23 23:34:46,2026-06-23 23:34:46
269,273,10,2026-06-23 23:34:46,2026-06-23 23:34:46
270,274,10,2026-06-23 23:34:46,2026-06-23 23:34:46
271,275,8,2026-06-23 23:34:46,2026-06-23 23:34:46
272,276,7,2026-06-23 23:34:46,2026-06-23 23:34:46
273,278,7,2026-06-23 23:34:46,2026-06-23 23:34:46
274,279,10,2026-06-23 23:34:46,2026-06-23 23:34:46
275,280,8,2026-06-23 23:34:46,2026-06-23 23:34:46
276,281,8,2026-06-23 23:34:46,2026-06-23 23:34:46
277,282,8,2026-06-23 23:34:46,2026-06-23 23:34:46
278,283,10,2026-06-23 23:34:46,2026-06-23 23:34:46
279,284,7,2026-06-23 23:34:46,2026-06-23 23:34:46
280,285,7,2026-06-23 23:34:46,2026-06-23 23:34:46
281,286,10,2026-06-23 23:34:46,2026-06-23 23:34:46
282,287,7,2026-06-23 23:34:46,2026-06-23 23:34:46
283,288,7,2026-06-23 23:34:46,2026-06-23 23:34:46
284,289,7,2026-06-23 23:34:46,2026-06-23 23:34:46
285,290,8,2026-06-23 23:34:47,2026-06-23 23:34:47
286,291,7,2026-06-23 23:34:47,2026-06-23 23:34:47
287,292,7,2026-06-23 23:34:47,2026-06-23 23:34:47
288,293,8,2026-06-23 23:34:47,2026-06-23 23:34:47
289,294,7,2026-06-23 23:34:47,2026-06-23 23:34:47
290,295,10,2026-06-23 23:34:47,2026-06-23 23:34:47
291,296,8,2026-06-23 23:34:47,2026-06-23 23:34:47
292,297,8,2026-06-23 23:34:47,2026-06-23 23:34:47
293,298,10,2026-06-23 23:34:47,2026-06-23 23:34:47
294,299,9,2026-06-23 23:34:47,2026-06-23 23:34:47
295,300,9,2026-06-23 23:34:47,2026-06-23 23:34:47
296,301,7,2026-06-23 23:34:47,2026-06-23 23:34:47
297,302,10,2026-06-23 23:34:47,2026-06-23 23:34:47
298,303,10,2026-06-23 23:34:47,2026-06-23 23:34:47
299,304,10,2026-06-23 23:34:47,2026-06-23 23:34:47
300,305,7,2026-06-23 23:34:47,2026-06-23 23:34:47
301,306,8,2026-06-23 23:34:48,2026-06-23 23:34:48
302,307,7,2026-06-23 23:34:48,2026-06-23 23:34:48
303,308,10,2026-06-23 23:34:48,2026-06-23 23:34:48
304,309,8,2026-06-23 23:34:48,2026-06-23 23:34:48
305,310,10,2026-06-23 23:34:48,2026-06-23 23:34:48
306,311,8,2026-06-23 23:34:48,2026-06-23 23:34:48
307,312,7,2026-06-23 23:34:48,2026-06-23 23:34:48
308,313,10,2026-06-23 23:34:48,2026-06-23 23:34:48
309,314,8,2026-06-23 23:34:48,2026-06-23 23:34:48
310,315,10,2026-06-23 23:34:48,2026-06-23 23:34:48
311,316,10,2026-06-23 23:34:48,2026-06-23 23:34:48
312,317,7,2026-06-23 23:34:48,2026-06-23 23:34:48
313,318,10,2026-06-23 23:34:48,2026-06-23 23:34:48
314,319,10,2026-06-23 23:34:48,2026-06-23 23:34:48
315,320,10,2026-06-23 23:34:48,2026-06-23 23:34:48
316,322,7,2026-06-23 23:34:48,2026-06-23 23:34:48
317,323,7,2026-06-23 23:34:49,2026-06-23 23:34:49
318,325,10,2026-06-23 23:34:49,2026-06-23 23:34:49
319,326,10,2026-06-23 23:34:49,2026-06-23 23:34:49
320,327,10,2026-06-23 23:34:49,2026-06-23 23:34:49
321,329,10,2026-06-23 23:34:49,2026-06-23 23:34:49
322,330,7,2026-06-23 23:34:49,2026-06-23 23:34:49
323,331,8,2026-06-23 23:34:49,2026-06-23 23:34:49
324,332,10,2026-06-23 23:34:49,2026-06-23 23:34:49
325,333,7,2026-06-23 23:34:49,2026-06-23 23:34:49
326,334,11,2026-06-23 23:34:49,2026-06-23 23:34:49
327,335,12,2026-06-23 23:34:49,2026-06-23 23:34:49
328,336,12,2026-06-23 23:34:49,2026-06-23 23:34:49
329,337,12,2026-06-23 23:34:49,2026-06-23 23:34:49
330,338,12,2026-06-23 23:34:49,2026-06-23 23:34:49
331,339,11,2026-06-23 23:34:49,2026-06-23 23:34:49
332,340,11,2026-06-23 23:34:49,2026-06-23 23:34:49
333,341,12,2026-06-23 23:34:50,2026-06-23 23:34:50
334,342,11,2026-06-23 23:34:50,2026-06-23 23:34:50
335,343,12,2026-06-23 23:34:50,2026-06-23 23:34:50
336,344,11,2026-06-23 23:34:50,2026-06-23 23:34:50
337,345,12,2026-06-23 23:34:50,2026-06-23 23:34:50
338,346,12,2026-06-23 23:34:50,2026-06-23 23:34:50
339,347,12,2026-06-23 23:34:50,2026-06-23 23:34:50
340,348,12,2026-06-23 23:34:50,2026-06-23 23:34:50
341,349,12,2026-06-23 23:34:50,2026-06-23 23:34:50
342,350,12,2026-06-23 23:34:50,2026-06-23 23:34:50
343,351,11,2026-06-23 23:34:50,2026-06-23 23:34:50
344,352,12,2026-06-23 23:34:50,2026-06-23 23:34:50
345,353,13,2026-06-23 23:34:50,2026-06-23 23:34:50
346,354,14,2026-06-23 23:34:50,2026-06-23 23:34:50
347,355,15,2026-06-23 23:34:50,2026-06-23 23:34:50
348,356,15,2026-06-23 23:34:50,2026-06-23 23:34:50
349,357,14,2026-06-23 23:34:50,2026-06-23 23:34:50
350,358,14,2026-06-23 23:34:51,2026-06-23 23:34:51
351,359,13,2026-06-23 23:34:51,2026-06-23 23:34:51
352,360,15,2026-06-23 23:34:51,2026-06-23 23:34:51
353,361,15,2026-06-23 23:34:51,2026-06-23 23:34:51
354,362,13,2026-06-23 23:34:51,2026-06-23 23:34:51
355,363,14,2026-06-23 23:34:51,2026-06-23 23:34:51
356,364,13,2026-06-23 23:34:51,2026-06-23 23:34:51
357,365,14,2026-06-23 23:34:51,2026-06-23 23:34:51
358,366,14,2026-06-23 23:34:51,2026-06-23 23:34:51
359,367,13,2026-06-23 23:34:51,2026-06-23 23:34:51
360,368,15,2026-06-23 23:34:51,2026-06-23 23:34:51
361,369,13,2026-06-23 23:34:51,2026-06-23 23:34:51
362,370,14,2026-06-23 23:34:51,2026-06-23 23:34:51
363,371,13,2026-06-23 23:34:51,2026-06-23 23:34:51
364,372,14,2026-06-23 23:34:51,2026-06-23 23:34:51
365,373,15,2026-06-23 23:34:51,2026-06-23 23:34:51
366,374,13,2026-06-23 23:34:51,2026-06-23 23:34:51
367,375,13,2026-06-23 23:34:52,2026-06-23 23:34:52
368,376,15,2026-06-23 23:34:52,2026-06-23 23:34:52
369,377,14,2026-06-23 23:34:52,2026-06-23 23:34:52
370,378,15,2026-06-23 23:34:52,2026-06-23 23:34:52
371,379,15,2026-06-23 23:34:52,2026-06-23 23:34:52
372,380,13,2026-06-23 23:34:52,2026-06-23 23:34:52
373,381,15,2026-06-23 23:34:52,2026-06-23 23:34:52
374,382,14,2026-06-23 23:34:52,2026-06-23 23:34:52
375,383,15,2026-06-23 23:34:52,2026-06-23 23:34:52
376,384,15,2026-06-23 23:34:52,2026-06-23 23:34:52
377,385,14,2026-06-23 23:34:52,2026-06-23 23:34:52
378,386,13,2026-06-23 23:34:52,2026-06-23 23:34:52
379,387,15,2026-06-23 23:34:52,2026-06-23 23:34:52
380,388,15,2026-06-23 23:34:52,2026-06-23 23:34:52
381,389,13,2026-06-23 23:34:52,2026-06-23 23:34:52
382,390,13,2026-06-23 23:34:52,2026-06-23 23:34:52
383,391,13,2026-06-23 23:34:53,2026-06-23 23:34:53
384,392,15,2026-06-23 23:34:53,2026-06-23 23:34:53
385,393,14,2026-06-23 23:34:53,2026-06-23 23:34:53
386,394,13,2026-06-23 23:34:53,2026-06-23 23:34:53
387,395,15,2026-06-23 23:34:53,2026-06-23 23:34:53
388,396,13,2026-06-23 23:34:53,2026-06-23 23:34:53
389,397,15,2026-06-23 23:34:53,2026-06-23 23:34:53
390,398,15,2026-06-23 23:34:53,2026-06-23 23:34:53
391,399,15,2026-06-23 23:34:53,2026-06-23 23:34:53
392,400,13,2026-06-23 23:34:53,2026-06-23 23:34:53
393,401,13,2026-06-23 23:34:53,2026-06-23 23:34:53
394,402,13,2026-06-23 23:34:53,2026-06-23 23:34:53
395,403,13,2026-06-23 23:34:53,2026-06-23 23:34:53
396,404,15,2026-06-23 23:34:53,2026-06-23 23:34:53
397,405,15,2026-06-23 23:34:53,2026-06-23 23:34:53
398,406,13,2026-06-23 23:34:53,2026-06-23 23:34:53
399,407,13,2026-06-23 23:34:53,2026-06-23 23:34:53
400,408,14,2026-06-23 23:34:54,2026-06-23 23:34:54
401,409,15,2026-06-23 23:34:54,2026-06-23 23:34:54
402,410,14,2026-06-23 23:34:54,2026-06-23 23:34:54
403,411,13,2026-06-23 23:34:54,2026-06-23 23:34:54
404,412,14,2026-06-23 23:34:54,2026-06-23 23:34:54
405,413,15,2026-06-23 23:34:54,2026-06-23 23:34:54
406,414,15,2026-06-23 23:34:54,2026-06-23 23:34:54
407,415,15,2026-06-23 23:34:54,2026-06-23 23:34:54
408,416,14,2026-06-23 23:34:54,2026-06-23 23:34:54
409,417,14,2026-06-23 23:34:54,2026-06-23 23:34:54
410,418,13,2026-06-23 23:34:54,2026-06-23 23:34:54
411,419,13,2026-06-23 23:34:54,2026-06-23 23:34:54
412,420,15,2026-06-23 23:34:54,2026-06-23 23:34:54
413,421,15,2026-06-23 23:34:54,2026-06-23 23:34:54
414,422,14,2026-06-23 23:34:54,2026-06-23 23:34:54
415,423,13,2026-06-23 23:34:54,2026-06-23 23:34:54
416,424,15,2026-06-23 23:34:54,2026-06-23 23:34:54
417,425,14,2026-06-23 23:34:55,2026-06-23 23:34:55
418,426,13,2026-06-23 23:34:55,2026-06-23 23:34:55
419,427,14,2026-06-23 23:34:55,2026-06-23 23:34:55
420,428,14,2026-06-23 23:34:55,2026-06-23 23:34:55
421,429,14,2026-06-23 23:34:55,2026-06-23 23:34:55
422,430,13,2026-06-23 23:34:55,2026-06-23 23:34:55
423,431,14,2026-06-23 23:34:55,2026-06-23 23:34:55
424,432,15,2026-06-23 23:34:55,2026-06-23 23:34:55
425,433,13,2026-06-23 23:34:55,2026-06-23 23:34:55
426,434,14,2026-06-23 23:34:55,2026-06-23 23:34:55
427,435,13,2026-06-23 23:34:55,2026-06-23 23:34:55
428,436,14,2026-06-23 23:34:55,2026-06-23 23:34:55
429,437,13,2026-06-23 23:34:55,2026-06-23 23:34:55
430,438,15,2026-06-23 23:34:55,2026-06-23 23:34:55
431,439,13,2026-06-23 23:34:55,2026-06-23 23:34:55
432,440,15,2026-06-23 23:34:55,2026-06-23 23:34:55
433,441,14,2026-06-23 23:34:55,2026-06-23 23:34:55
434,442,15,2026-06-23 23:34:56,2026-06-23 23:34:56
435,443,14,2026-06-23 23:34:56,2026-06-23 23:34:56
436,444,15,2026-06-23 23:34:56,2026-06-23 23:34:56
